item_no,category,main_promotion,color,stars
473511,T-Shirt,Catalog,Red,1.5
246655,T-Shirt,Category_Highlight,Multi-Color,3.4
488024,Polo-Shirt,Category_Highlight,Blue,3.7
772731,Blouse,Frontpage_Header,Multi-Color,2.4
607726,Polo-Shirt,Category_Highlight,Yellow,2
271654,Sweatshirt,Display_Ad_Campaign,Blue,3.6
469009,Sweatshirt,Catalog,Multi-Color,2.8
461553,Sweatshirt,Frontpage_Header,Pink,3.4
758652,T-Shirt,Category_Highlight,White,3.4
913296,Polo-Shirt,Category_Highlight,Multi-Color,3
591813,T-Shirt,Display_Ad_Campaign,Black,3.6
159300,Blouse,Display_Ad_Campaign,Blue,4.4
245663,Tunic,Frontpage_Header,Blue,2.8
160401,Polo-Shirt,Category_Highlight,Blue,3.1
756694,Blouse,Category_Highlight,Blue,2.1
397191,Polo-Shirt,Frontpage_Header,Pink,2.7
149610,Polo-Shirt,Frontpage_Header,Brown,2.7
972637,Tunic,Frontpage_Header,Multi-Color,3.3
848052,Hoodie,Catalog,Orange,2.2
141028,Polo-Shirt,Category_Highlight,Blue,2.9
590339,Blouse,Frontpage_Header,Blue,2.1
300079,Sweatshirt,Category_Highlight,Red,2.5
421771,T-Shirt,Display_Ad_Campaign,Black,3.7
976111,Tunic,Category_Highlight,Blue,4.4
941082,Tunic,Category_Highlight,Blue,4.5
140167,Polo-Shirt,Category_Highlight,White,3.8
451952,T-Shirt,Catalog,Multi-Color,5.3
284023,T-Shirt,Frontpage_Header,Yellow,4.5
691468,T-Shirt,Category_Highlight,Blue,3.2
828741,Tunic,Category_Highlight,Multi-Color,3.2
985288,Tunic,Category_Highlight,Red,2.8
983960,T-Shirt,Frontpage_Header,Yellow,4.3
899684,Blouse,Catalog,Blue,4.9
915557,Polo-Shirt,Category_Highlight,Orange,1.8
604940,T-Shirt,Category_Highlight,Green,5
787347,Blouse,Frontpage_Header,Blue,3.1
686969,Polo-Shirt,Frontpage_Header,Yellow,2.9
698366,T-Shirt,Catalog,Multi-Color,1.3
614254,Tunic,Category_Highlight,Brown,4.6
619544,Tunic,Display_Ad_Campaign,Black,3
789952,T-Shirt,Category_Highlight,Blue,2.8
713495,T-Shirt,Frontpage_Header,Blue,3.4
255192,Sweatshirt,Frontpage_Header,Green,3.3
139627,Polo-Shirt,Category_Highlight,Orange,2
975067,T-Shirt,Frontpage_Header,Multi-Color,4.5
311257,Blouse,Display_Ad_Campaign,Blue,4.7
241247,Tunic,Category_Highlight,Yellow,2.3
165747,Tunic,Catalog,Green,2.2
944606,Tunic,Catalog,Yellow,2.3
588672,Sweatshirt,Frontpage_Header,Blue,3.5
670117,Polo-Shirt,Display_Ad_Campaign,Yellow,4.5
378442,T-Shirt,Catalog,Yellow,3.3
121916,Hoodie,Category_Highlight,Red,1.6
549293,Blouse,Frontpage_Header,Multi-Color,3.9
876477,Tunic,Display_Ad_Campaign,Green,5.1
401341,Polo-Shirt,Display_Ad_Campaign,Yellow,4.4
885032,Sweatshirt,Frontpage_Header,Pink,3.8
728365,Polo-Shirt,Catalog,Multi-Color,3.2
163435,Polo-Shirt,Catalog,Pink,3.3
650624,Polo-Shirt,Catalog,Pink,4.1
348614,Tunic,Frontpage_Header,Blue,3.6
507514,T-Shirt,Catalog,Multi-Color,1.4
122092,Blouse,Frontpage_Header,Multi-Color,2.8
280923,Tunic,Category_Highlight,Brown,4
636964,Tunic,Category_Highlight,Green,1.9
247632,Blouse,Frontpage_Header,Black,5.4
324343,T-Shirt,Display_Ad_Campaign,Black,4.2
394782,Polo-Shirt,Display_Ad_Campaign,Yellow,4.9
805217,Blouse,Category_Highlight,Multi-Color,3
679134,Tunic,Category_Highlight,Brown,4.4
920836,Sweatshirt,Frontpage_Header,Blue,2.9
365061,Sweatshirt,Catalog,Yellow,3.7
266706,Polo-Shirt,Frontpage_Header,Yellow,2.8
763619,Tunic,Frontpage_Header,Brown,4
818938,Tunic,Category_Highlight,Yellow,2.7
199980,Polo-Shirt,Display_Ad_Campaign,Yellow,4.8
185096,Polo-Shirt,Catalog,Multi-Color,3
980452,T-Shirt,Category_Highlight,Multi-Color,3.3
270532,T-Shirt,Frontpage_Header,Red,4.4
564060,T-Shirt,Catalog,Multi-Color,1.5
651139,Hoodie,Catalog,Red,1.8
958853,Tunic,Category_Highlight,Blue,5.1
851480,Tunic,Catalog,Green,2.8
624479,Sweatshirt,Catalog,Black,5
599325,T-Shirt,Catalog,Black,3.5
499635,Tunic,Frontpage_Header,Blue,3.5
457641,Tunic,Category_Highlight,Pink,3.5
830981,Tunic,Category_Highlight,Blue,4.9
687882,Tunic,Display_Ad_Campaign,Black,2.6
630281,Sweatshirt,Catalog,Green,3.1
248299,Tunic,Category_Highlight,Brown,4
267735,T-Shirt,Catalog,Green,5.1
227753,Tunic,Catalog,Yellow,1.9
369642,Blouse,Frontpage_Header,Red,3.9
529596,Hoodie,Category_Highlight,Brown,4
715690,Blouse,Display_Ad_Campaign,Blue,5
314844,Sweatshirt,Frontpage_Header,Green,3.4
251449,Hoodie,Catalog,Green,4
602960,Tunic,Category_Highlight,Multi-Color,2.4
648412,Hoodie,Catalog,White,4.6
448440,Hoodie,Category_Highlight,Red,3.4
387438,Blouse,Category_Highlight,Orange,4.3
612769,Tunic,Frontpage_Header,Blue,2.7
192694,Hoodie,Category_Highlight,Pink,3.3
730072,Blouse,Category_Highlight,Yellow,3.8
593112,Tunic,Category_Highlight,Brown,4.3
134906,Hoodie,Catalog,Black,5.3
431414,T-Shirt,Category_Highlight,Blue,2.8
975412,Sweatshirt,Catalog,Pink,4.4
263441,Sweatshirt,Catalog,Orange,4.4
625325,Polo-Shirt,Category_Highlight,Brown,3.7
369827,T-Shirt,Category_Highlight,Green,5.2
802948,Sweatshirt,Frontpage_Header,Orange,3.3
580786,T-Shirt,Catalog,Black,3.7
828980,Tunic,Display_Ad_Campaign,Pink,5.4
874878,Blouse,Frontpage_Header,Multi-Color,2.6
337205,Tunic,Display_Ad_Campaign,Black,3
639974,Blouse,Catalog,Blue,2.2
929458,Polo-Shirt,Category_Highlight,Yellow,2.4
204742,Hoodie,Catalog,Brown,4.2
230580,Polo-Shirt,Frontpage_Header,Yellow,3.1
510573,T-Shirt,Catalog,Multi-Color,3.5
594874,Polo-Shirt,Category_Highlight,Multi-Color,2.8
551265,Blouse,Display_Ad_Campaign,White,4.9
749742,Hoodie,Catalog,Green,4
625087,Blouse,Category_Highlight,Blue,2
909941,Tunic,Category_Highlight,Brown,4.1
204976,Hoodie,Catalog,Red,2.1
513480,Sweatshirt,Display_Ad_Campaign,Blue,3.6
181754,Tunic,Display_Ad_Campaign,Blue,2.1
363613,Polo-Shirt,Catalog,Pink,4.1
248145,Polo-Shirt,Category_Highlight,Pink,1.6
390962,Blouse,Category_Highlight,Blue,2.8
498037,Sweatshirt,Display_Ad_Campaign,Multi-Color,2.4
750812,Polo-Shirt,Catalog,Green,3
239291,T-Shirt,Frontpage_Header,Yellow,5
215627,T-Shirt,Frontpage_Header,Black,4.8
719804,Blouse,Catalog,Multi-Color,2.4
629777,Tunic,Category_Highlight,Green,3.8
677043,Polo-Shirt,Frontpage_Header,Orange,2.9
502786,Tunic,Category_Highlight,Yellow,2.3
406281,Blouse,Display_Ad_Campaign,Blue,5.4
649504,Tunic,Category_Highlight,Multi-Color,3
739305,Hoodie,Category_Highlight,Blue,5
908820,Sweatshirt,Catalog,Orange,4.5
429938,T-Shirt,Frontpage_Header,Yellow,3.9
884106,Tunic,Category_Highlight,Brown,4.5
623397,Blouse,Display_Ad_Campaign,White,4.7
378118,Polo-Shirt,Frontpage_Header,Brown,2.9
851370,Sweatshirt,Category_Highlight,Multi-Color,2.8
155332,T-Shirt,Frontpage_Header,Green,3.9
691185,Blouse,Category_Highlight,Black,4.9
376873,Polo-Shirt,Category_Highlight,Yellow,2.4
582416,Sweatshirt,Catalog,Yellow,3.1
451752,Tunic,Category_Highlight,White,4.3
597704,Tunic,Frontpage_Header,Blue,2.8
168041,Sweatshirt,Display_Ad_Campaign,Blue,3.2
809396,Polo-Shirt,Catalog,White,2.4
106865,Sweatshirt,Catalog,Pink,5.1
508788,Blouse,Display_Ad_Campaign,Brown,5.9
962300,T-Shirt,Catalog,Black,3.1
308816,Hoodie,Catalog,Multi-Color,1.7
941531,T-Shirt,Category_Highlight,Blue,2.6
563585,Polo-Shirt,Category_Highlight,Brown,3.4
749340,T-Shirt,Category_Highlight,Blue,3.5
657508,Tunic,Category_Highlight,Multi-Color,2.9
479216,Tunic,Catalog,Green,1.7
607159,Polo-Shirt,Catalog,Multi-Color,3
779020,Tunic,Frontpage_Header,Blue,3.8
776312,T-Shirt,Frontpage_Header,Green,5.4
934012,T-Shirt,Category_Highlight,Multi-Color,3.5
792777,Hoodie,Catalog,Yellow,2.5
385457,Blouse,Frontpage_Header,Black,5
307784,Hoodie,Catalog,Pink,2.8
547218,Sweatshirt,Frontpage_Header,Pink,3.5
593542,T-Shirt,Category_Highlight,Black,3
605128,Polo-Shirt,Catalog,Pink,3.5
653555,T-Shirt,Display_Ad_Campaign,Multi-Color,1.7
407858,Tunic,Display_Ad_Campaign,Multi-Color,4.5
974735,Sweatshirt,Frontpage_Header,Pink,3.6
206186,Blouse,Frontpage_Header,Red,4.4
914150,Tunic,Catalog,Green,2.6
186800,Polo-Shirt,Display_Ad_Campaign,Yellow,3.4
142415,T-Shirt,Frontpage_Header,Yellow,4.6
245244,Hoodie,Catalog,Green,2.9
752129,Hoodie,Frontpage_Header,Pink,3.3
847634,Polo-Shirt,Frontpage_Header,Yellow,2.6
223897,Tunic,Category_Highlight,Yellow,2.9
442206,T-Shirt,Display_Ad_Campaign,Blue,5.1
948191,Hoodie,Category_Highlight,Pink,3.7
652660,Tunic,Category_Highlight,Multi-Color,3.9
960732,Polo-Shirt,Category_Highlight,Multi-Color,2.4
896035,Tunic,Catalog,Yellow,1.9
516794,Sweatshirt,Frontpage_Header,Black,5
665685,Blouse,Frontpage_Header,Multi-Color,4.8
486111,Polo-Shirt,Category_Highlight,Blue,3.7
633435,Tunic,Catalog,Yellow,3.3
526293,Polo-Shirt,Frontpage_Header,Brown,1.9
440315,Polo-Shirt,Frontpage_Header,White,2.9
104281,Tunic,Display_Ad_Campaign,Multi-Color,3.4
390549,Tunic,Category_Highlight,Green,3.7
721188,T-Shirt,Frontpage_Header,Blue,3.1
631751,Hoodie,Category_Highlight,Blue,2.2
449578,Tunic,Category_Highlight,Yellow,2.6
470088,Tunic,Category_Highlight,Blue,4.6
939755,Tunic,Category_Highlight,Yellow,2.5
665682,Sweatshirt,Category_Highlight,White,4.5
814565,Polo-Shirt,Category_Highlight,Brown,3.5
517825,Tunic,Catalog,Multi-Color,3.9
249619,T-Shirt,Frontpage_Header,Multi-Color,2.5
486972,Polo-Shirt,Category_Highlight,Blue,3.4
800996,T-Shirt,Category_Highlight,Multi-Color,4.4
204819,Polo-Shirt,Catalog,Brown,3.2
698219,Hoodie,Catalog,White,4.1
858178,Hoodie,Display_Ad_Campaign,Red,4.5
865255,Sweatshirt,Display_Ad_Campaign,Blue,3.4
543798,Tunic,Catalog,Green,2.5
846242,Sweatshirt,Catalog,Orange,3.4
530456,Sweatshirt,Catalog,Orange,2.2
525551,Sweatshirt,Frontpage_Header,White,3.6
168349,Hoodie,Catalog,Green,3.5
327103,Tunic,Display_Ad_Campaign,Black,2.9
420180,T-Shirt,Catalog,Multi-Color,3.1
338258,T-Shirt,Display_Ad_Campaign,Black,3.8
807797,T-Shirt,Frontpage_Header,Yellow,4.7
284179,Tunic,Category_Highlight,Multi-Color,3.4
505516,Sweatshirt,Display_Ad_Campaign,Blue,3.5
965561,T-Shirt,Frontpage_Header,Yellow,4.7
634001,Hoodie,Category_Highlight,Orange,3.5
760766,Tunic,Catalog,Brown,2.6
171175,Tunic,Catalog,Yellow,3.6
131242,Polo-Shirt,Frontpage_Header,Yellow,2.7
127583,T-Shirt,Category_Highlight,Blue,2.5
167721,T-Shirt,Catalog,Red,4.5
781480,Blouse,Frontpage_Header,Red,4.7
944394,Polo-Shirt,Category_Highlight,Blue,3.1
700215,Blouse,Display_Ad_Campaign,Blue,4.7
697890,Sweatshirt,Frontpage_Header,Brown,4
540269,Polo-Shirt,Catalog,Pink,3.9
554323,Blouse,Frontpage_Header,Multi-Color,2.4
835381,Hoodie,Frontpage_Header,White,4.4
880277,Blouse,Display_Ad_Campaign,Blue,3.4
225168,T-Shirt,Frontpage_Header,Yellow,4
233128,Sweatshirt,Frontpage_Header,Blue,2.7
739267,Sweatshirt,Frontpage_Header,Blue,3.3
262803,Blouse,Catalog,Multi-Color,1.9
826184,Sweatshirt,Catalog,Green,4.1
193560,Polo-Shirt,Frontpage_Header,Yellow,2.9
206274,Polo-Shirt,Frontpage_Header,White,2.9
407714,Polo-Shirt,Category_Highlight,Brown,3.7
891687,Sweatshirt,Display_Ad_Campaign,Blue,2.9
256924,Sweatshirt,Display_Ad_Campaign,Brown,5.2
404864,Hoodie,Catalog,Orange,2.7
805934,Polo-Shirt,Display_Ad_Campaign,Yellow,4.7
743971,Blouse,Catalog,Yellow,4.4
185235,Sweatshirt,Display_Ad_Campaign,White,3
525606,Polo-Shirt,Category_Highlight,Orange,2.8
632628,Polo-Shirt,Catalog,Multi-Color,2.7
426173,Blouse,Catalog,Blue,3.4
248336,Sweatshirt,Catalog,Orange,2.4
512438,Blouse,Frontpage_Header,Multi-Color,2.9
153989,Sweatshirt,Frontpage_Header,Pink,3.2
609684,Sweatshirt,Category_Highlight,Blue,2.7
472922,Tunic,Frontpage_Header,Blue,2.9
413548,T-Shirt,Catalog,Red,3.8
750434,Sweatshirt,Catalog,Black,4.6
567365,Blouse,Category_Highlight,Blue,4.5
759025,Polo-Shirt,Catalog,Multi-Color,2.6
114114,Sweatshirt,Category_Highlight,Orange,3.9
143043,Polo-Shirt,Display_Ad_Campaign,Yellow,5.7
230746,Tunic,Frontpage_Header,Multi-Color,3.5
465095,T-Shirt,Catalog,Multi-Color,1.8
480065,Hoodie,Category_Highlight,Blue,2.8
301784,Polo-Shirt,Catalog,Blue,2.4
612771,Polo-Shirt,Catalog,Pink,3.4
237635,T-Shirt,Category_Highlight,Multi-Color,3.8
962774,Polo-Shirt,Display_Ad_Campaign,Yellow,5.3
942088,Tunic,Category_Highlight,Brown,4.1
278637,Polo-Shirt,Catalog,Multi-Color,2.1
556013,Tunic,Catalog,Brown,2.1
469286,Tunic,Catalog,Green,2.8
892438,Blouse,Frontpage_Header,Black,4.9
377525,T-Shirt,Catalog,Multi-Color,1.9
511969,Tunic,Display_Ad_Campaign,Black,2.3
212755,Hoodie,Category_Highlight,Brown,3.5
117414,Blouse,Frontpage_Header,Multi-Color,2.2
489367,Sweatshirt,Frontpage_Header,Green,3.1
195319,T-Shirt,Catalog,Multi-Color,1.9
258272,T-Shirt,Catalog,Multi-Color,2
320932,Blouse,Category_Highlight,White,2.5
549471,Tunic,Category_Highlight,Blue,5
752835,T-Shirt,Catalog,Black,4.2
933298,T-Shirt,Display_Ad_Campaign,Blue,3.2
349248,T-Shirt,Frontpage_Header,Yellow,4.3
275965,Tunic,Frontpage_Header,Green,3.4
946639,Polo-Shirt,Category_Highlight,Multi-Color,3.6
964845,Polo-Shirt,Catalog,Pink,3.6
223361,Blouse,Catalog,Black,3.2
880058,Hoodie,Catalog,Orange,3.2
664110,Sweatshirt,Frontpage_Header,Pink,3.6
757668,Polo-Shirt,Display_Ad_Campaign,Yellow,4.8
691466,Blouse,Display_Ad_Campaign,Blue,4.2
798450,Blouse,Display_Ad_Campaign,Blue,4.4
675736,Polo-Shirt,Display_Ad_Campaign,Yellow,5.2
380522,Blouse,Frontpage_Header,Black,4.7
298875,T-Shirt,Category_Highlight,Yellow,4.7
862164,Tunic,Display_Ad_Campaign,Black,1.9
655932,Sweatshirt,Frontpage_Header,Green,3
670515,T-Shirt,Category_Highlight,Multi-Color,3.4
818098,Hoodie,Catalog,Multi-Color,2.7
457881,Sweatshirt,Frontpage_Header,Blue,4.2
276650,T-Shirt,Catalog,Black,3.1
728353,Tunic,Display_Ad_Campaign,Multi-Color,4.7
785959,Blouse,Display_Ad_Campaign,Orange,4.8
667977,Blouse,Frontpage_Header,Red,4.3
361053,Sweatshirt,Catalog,Yellow,3.8
740593,Tunic,Category_Highlight,Brown,4
174823,Sweatshirt,Catalog,Black,5.1
821945,Sweatshirt,Catalog,Brown,3
540404,T-Shirt,Catalog,Multi-Color,1.6
218714,T-Shirt,Category_Highlight,Yellow,3.7
189904,Polo-Shirt,Catalog,Blue,1.5
573223,Polo-Shirt,Frontpage_Header,Brown,3.1
742080,Polo-Shirt,Catalog,Pink,3.9
854491,Blouse,Display_Ad_Campaign,White,5.3
290549,Tunic,Frontpage_Header,White,3.9
709958,Hoodie,Catalog,Yellow,3.6
151597,Polo-Shirt,Category_Highlight,Brown,3.6
945313,Sweatshirt,Display_Ad_Campaign,Orange,4.1
817305,Hoodie,Catalog,Yellow,2.9
831384,Blouse,Frontpage_Header,Blue,4.9
149595,T-Shirt,Frontpage_Header,Multi-Color,3.4
470338,Blouse,Frontpage_Header,Multi-Color,3.4
649405,T-Shirt,Category_Highlight,Blue,2.4
853848,Sweatshirt,Catalog,Red,1.8
959171,Tunic,Category_Highlight,Yellow,2.6
822431,Tunic,Display_Ad_Campaign,Multi-Color,4.6
370609,Hoodie,Catalog,Orange,2.8
296784,Hoodie,Catalog,Yellow,2.6
710163,T-Shirt,Frontpage_Header,Blue,2.5
297379,Blouse,Catalog,Brown,5.3
798807,Hoodie,Display_Ad_Campaign,Green,3.3
380796,Polo-Shirt,Category_Highlight,Red,3.5
477330,T-Shirt,Category_Highlight,Multi-Color,4.8
230333,Blouse,Display_Ad_Campaign,White,5.2
667798,Hoodie,Catalog,Orange,3.2
118579,T-Shirt,Catalog,Black,3.7
104208,T-Shirt,Frontpage_Header,Yellow,4.2
901302,Tunic,Frontpage_Header,Blue,3
940736,Sweatshirt,Display_Ad_Campaign,Blue,2.9
659128,T-Shirt,Category_Highlight,White,2.4
383892,Polo-Shirt,Category_Highlight,Black,3.6
108016,Blouse,Frontpage_Header,Green,2.9
450960,Hoodie,Frontpage_Header,Brown,3.3
514120,Tunic,Category_Highlight,Yellow,3.1
792764,Sweatshirt,Category_Highlight,White,5
406851,Sweatshirt,Catalog,Orange,4.7
409222,Polo-Shirt,Frontpage_Header,Brown,3.5
162136,Blouse,Catalog,Orange,4.5
199151,Hoodie,Category_Highlight,Multi-Color,3.7
153322,T-Shirt,Frontpage_Header,Multi-Color,3.2
185002,T-Shirt,Frontpage_Header,Multi-Color,5.6
106930,Sweatshirt,Catalog,Orange,4
476973,Sweatshirt,Display_Ad_Campaign,Orange,4.5
363067,Tunic,Category_Highlight,Green,3
321722,Tunic,Category_Highlight,Pink,3.8
235841,Blouse,Catalog,Yellow,4.3
516962,Sweatshirt,Frontpage_Header,Green,3.8
846857,Tunic,Frontpage_Header,Multi-Color,2.6
165344,Polo-Shirt,Category_Highlight,Brown,3.4
202479,T-Shirt,Category_Highlight,Yellow,5
242708,Sweatshirt,Catalog,Red,1.1
216658,T-Shirt,Category_Highlight,White,3.8
891745,Polo-Shirt,Catalog,Green,3.4
131913,Blouse,Catalog,Brown,4
584236,Blouse,Category_Highlight,Black,4.4
753408,Sweatshirt,Display_Ad_Campaign,Blue,3.3
260470,Polo-Shirt,Frontpage_Header,Orange,3.4
266924,Sweatshirt,Catalog,Multi-Color,2.2
940379,Tunic,Display_Ad_Campaign,Multi-Color,3.5
294548,Polo-Shirt,Catalog,Multi-Color,2.8
627497,T-Shirt,Category_Highlight,Multi-Color,3.2
596588,T-Shirt,Category_Highlight,Black,3.2
445029,Tunic,Category_Highlight,Orange,1.9
869095,T-Shirt,Category_Highlight,Black,2.7
812427,Sweatshirt,Catalog,Black,4.1
940738,T-Shirt,Display_Ad_Campaign,Black,4.2
644524,Blouse,Category_Highlight,Black,5.1
189992,Blouse,Category_Highlight,Yellow,3.5
759486,Hoodie,Catalog,Green,3.6
560166,Blouse,Display_Ad_Campaign,Blue,4.5
735342,T-Shirt,Catalog,Black,3.4
137440,Tunic,Frontpage_Header,Black,3.4
694740,T-Shirt,Display_Ad_Campaign,Black,4.7
728363,T-Shirt,Frontpage_Header,Multi-Color,4.1
491971,Blouse,Catalog,Red,4.2
626060,Blouse,Frontpage_Header,Blue,4.1
444146,Blouse,Catalog,Yellow,4
975305,Polo-Shirt,Category_Highlight,Yellow,2.9
138248,Tunic,Category_Highlight,Yellow,2.4
374812,T-Shirt,Catalog,Black,3.5
621927,Blouse,Frontpage_Header,Black,4.3
164850,T-Shirt,Category_Highlight,Blue,2.4
844889,T-Shirt,Category_Highlight,Blue,3.2
621321,Blouse,Category_Highlight,Blue,1.9
205253,Tunic,Category_Highlight,Green,3.2
365808,Polo-Shirt,Frontpage_Header,Brown,2.2
554325,T-Shirt,Category_Highlight,Yellow,5.3
270566,Blouse,Category_Highlight,Blue,3.1
599666,Tunic,Category_Highlight,Multi-Color,3.2
124375,Tunic,Category_Highlight,Multi-Color,3.8
667063,T-Shirt,Frontpage_Header,Pink,4.3
343029,Sweatshirt,Frontpage_Header,Orange,2.9
502138,Blouse,Display_Ad_Campaign,Brown,5.3
727966,Tunic,Frontpage_Header,Blue,3.5
307271,Polo-Shirt,Category_Highlight,Multi-Color,3.3
700813,Polo-Shirt,Frontpage_Header,Brown,2.7
883237,Sweatshirt,Display_Ad_Campaign,Blue,3.1
459519,Polo-Shirt,Display_Ad_Campaign,Yellow,5.2
810523,Polo-Shirt,Display_Ad_Campaign,Blue,2.5
601697,Blouse,Category_Highlight,Blue,2.5
540921,Sweatshirt,Frontpage_Header,Green,3.2
364523,Sweatshirt,Catalog,Blue,3.4
577237,Hoodie,Category_Highlight,Red,3.2
793020,Tunic,Catalog,White,4.4
425010,Tunic,Catalog,Multi-Color,4
403470,Sweatshirt,Frontpage_Header,Pink,3.3
781354,Blouse,Display_Ad_Campaign,White,5
501924,Polo-Shirt,Catalog,Yellow,2.7
902042,Polo-Shirt,Catalog,Yellow,3.8
709058,Blouse,Catalog,Yellow,3.9
140032,Sweatshirt,Display_Ad_Campaign,Brown,5
939959,Blouse,Catalog,Pink,3.8
962717,Blouse,Catalog,Multi-Color,1.4
397285,Polo-Shirt,Category_Highlight,Red,2.7
412197,Blouse,Catalog,Yellow,4
887452,Blouse,Frontpage_Header,Blue,4
157681,T-Shirt,Frontpage_Header,Multi-Color,4.4
129930,Tunic,Category_Highlight,Red,2.8
329814,Tunic,Category_Highlight,Brown,3.5
225996,Tunic,Category_Highlight,Red,3.2
684848,Blouse,Frontpage_Header,Black,2.3
760037,Blouse,Frontpage_Header,Red,4.4
965521,T-Shirt,Category_Highlight,Green,5.4
545103,Sweatshirt,Display_Ad_Campaign,Orange,4.4
511618,Polo-Shirt,Frontpage_Header,Orange,1.9
786986,Tunic,Category_Highlight,Blue,5.2
277009,Hoodie,Frontpage_Header,Brown,4
913625,Polo-Shirt,Frontpage_Header,White,3.8
198436,Sweatshirt,Frontpage_Header,Multi-Color,2.9
624227,Polo-Shirt,Catalog,Black,2.1
755538,Polo-Shirt,Display_Ad_Campaign,Yellow,4.1
510294,Hoodie,Catalog,Orange,2.6
422483,T-Shirt,Display_Ad_Campaign,Black,3.8
165995,Sweatshirt,Frontpage_Header,Blue,3
327075,Sweatshirt,Catalog,Blue,2.8
525874,Hoodie,Catalog,Black,4.7
942065,Polo-Shirt,Category_Highlight,Brown,3.4
810360,Blouse,Frontpage_Header,Black,4.3
426005,Polo-Shirt,Catalog,Pink,4.4
918616,Tunic,Category_Highlight,Red,2.8
178551,Blouse,Catalog,Red,4.5
132102,Hoodie,Display_Ad_Campaign,Orange,3.8
814457,Sweatshirt,Catalog,Pink,4.3
251019,Tunic,Frontpage_Header,Multi-Color,3.5
476975,Blouse,Frontpage_Header,Blue,3.9
565448,T-Shirt,Display_Ad_Campaign,Red,4.5
669989,Polo-Shirt,Catalog,Pink,4.6
718900,Polo-Shirt,Display_Ad_Campaign,Multi-Color,2.3
105148,Tunic,Catalog,Yellow,2.8
950595,Blouse,Category_Highlight,Blue,2.8
640860,Blouse,Catalog,Blue,4.6
928027,Tunic,Category_Highlight,Red,3.1
953031,T-Shirt,Catalog,Red,4
688608,T-Shirt,Frontpage_Header,Pink,4.2
452039,Sweatshirt,Display_Ad_Campaign,Pink,4.9
423362,Sweatshirt,Display_Ad_Campaign,Pink,4.8
791236,Hoodie,Category_Highlight,White,4
513473,Polo-Shirt,Catalog,Yellow,3.5
185595,Blouse,Frontpage_Header,Red,4.1
256574,Sweatshirt,Category_Highlight,Red,0.7
868654,Sweatshirt,Catalog,Orange,1.8
973261,Tunic,Category_Highlight,Brown,4.5
189942,Sweatshirt,Display_Ad_Campaign,Orange,4.1
383534,Blouse,Catalog,Yellow,4.1
792506,Sweatshirt,Frontpage_Header,Green,3.5
365290,T-Shirt,Catalog,Red,4
914941,Sweatshirt,Frontpage_Header,Blue,3.6
155898,Hoodie,Category_Highlight,Yellow,2.8
807002,Blouse,Frontpage_Header,Multi-Color,2.3
330548,Tunic,Catalog,Red,3.8
416403,Hoodie,Display_Ad_Campaign,Yellow,3.1
270776,Hoodie,Catalog,Green,3.9
664747,Polo-Shirt,Catalog,Pink,3.5
754388,Sweatshirt,Frontpage_Header,Pink,4
197102,T-Shirt,Catalog,Black,3.6
371850,Sweatshirt,Catalog,Multi-Color,2.5
295232,T-Shirt,Display_Ad_Campaign,Blue,4.5
973420,Polo-Shirt,Category_Highlight,Blue,3.9
513137,Sweatshirt,Catalog,Red,2
638797,Hoodie,Category_Highlight,Brown,4
236012,T-Shirt,Catalog,Multi-Color,1.4
640450,Hoodie,Catalog,Yellow,3.1
398831,Polo-Shirt,Frontpage_Header,Yellow,2.6
979747,Polo-Shirt,Catalog,Pink,3.6
306622,Sweatshirt,Catalog,Red,1.8
481569,Sweatshirt,Display_Ad_Campaign,Red,4
372080,Polo-Shirt,Category_Highlight,Multi-Color,3.5
244201,Polo-Shirt,Category_Highlight,Brown,3.1
763914,Sweatshirt,Category_Highlight,Red,1.4
246180,Blouse,Catalog,Orange,1.6
984422,Polo-Shirt,Display_Ad_Campaign,Multi-Color,2.9
532823,Sweatshirt,Catalog,Red,1.3
297277,Tunic,Frontpage_Header,Black,2.9
657614,Polo-Shirt,Category_Highlight,Green,3.7
654139,Blouse,Catalog,Pink,4.2
972353,Tunic,Frontpage_Header,Yellow,2.2
663843,Hoodie,Display_Ad_Campaign,Yellow,5.1
603135,Tunic,Category_Highlight,Orange,2.8
437792,Sweatshirt,Category_Highlight,Green,3.2
685479,Sweatshirt,Category_Highlight,Red,2
946825,Tunic,Display_Ad_Campaign,Black,2.4
674325,Sweatshirt,Frontpage_Header,Green,4.1
919376,Blouse,Catalog,Blue,3.5
706692,Tunic,Frontpage_Header,Multi-Color,2.8
464591,Polo-Shirt,Frontpage_Header,Yellow,2.1
271660,Hoodie,Catalog,Pink,2.8
975344,Sweatshirt,Display_Ad_Campaign,Blue,2.8
229723,Polo-Shirt,Category_Highlight,Multi-Color,2.9
565665,T-Shirt,Catalog,Red,4.6
859409,T-Shirt,Category_Highlight,Green,5.1
944751,Tunic,Category_Highlight,Yellow,2.6
851390,T-Shirt,Category_Highlight,Multi-Color,3.8
244028,Blouse,Category_Highlight,Red,1.6
294674,T-Shirt,Display_Ad_Campaign,Blue,5.3
775576,Blouse,Display_Ad_Campaign,Blue,4.4
755269,T-Shirt,Category_Highlight,Blue,2.6
664352,Tunic,Category_Highlight,Brown,4.1
442437,Sweatshirt,Catalog,Black,5.1
801621,Sweatshirt,Catalog,Multi-Color,2.5
371656,Sweatshirt,Catalog,Red,2.1
